queryid,execution_time_with_aqo,execution_time_without_aqo,planning_time_with_aqo,planning_time_without_aqo,cardinality_error_with_aqo,cardinality_error_without_aqo,executions_with_aqo,executions_without_aqo
-5535901023995551278,"{3.506475226,3.291827425,3.212747408,3.060075294,3.025902155,3.536299688,3.081074604,3.056844358,3.071694027,3.045181451,2.927183901,3.086412565,2.925902706,2.969276432,2.954499647,2.927982819,3.192383191,3.247770733,2.925009125}","{4.734934399,4.81745242,4.733463324,4.723108147,4.676660442,4.71561263,4.894675923,4.78937492,5.396064872,4.627459765,4.76111056,5.072119013,4.68190845,5.03310155}","{0.049712681,0.047733071,0.044980975,0.044704663,0.042677441,0.066979707,0.04611999,0.044439971,0.043616054,0.044464243,0.044554575,0.044990502,0.044602493,0.044938288,0.045985562,0.04405931,0.046602457,0.050060583,0.04379375}","{0.024355042,0.029320283,0.02533861,0.028227211,0.024206905,0.025734503,0.039290655,0.029100797,0.0318924,0.025914052,0.025342051,0.028925722,0.024572569,0.026262146}","{0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.023285689095025822,0.023285689095025822,0.023285689095025822,0.023285689095025822,0.023285689095025822,0.023285689095025822,0.023285689095025822,0.023285689095025822,0.023285689095025822,0.023285689095025822}","{2.9077895819310573,2.9077895819310573,2.9077895819310573,2.9077895819310573,2.9077895819310573,2.9077895819310573,2.9077895819310573,2.9077895819310573,2.9077895819310573,2.9077895819310573,2.9077895819310573,2.9077895819310573,2.9077895819310573,2.9077895819310573}",49,14
1619127084338010792,"{0.254550557,0.253173764,0.283641434,0.274479624,0.27042914,0.291165584,0.253195764,0.249307671,0.262554805,0.146125999,0.140406192,0.158226365,0.161673305,0.142355788,0.143042543,0.138454668,0.151355205,0.146432088,0.149735269}","{0.166076383,0.153322458,0.159574399,0.1508291,0.166494096,0.154246852,0.151650611,0.151590311,0.156328843,0.151378557,0.155327644,0.163198116,0.152857051,0.151236985}","{0.267815579,0.270296194,0.275214135,0.287122753,0.289747729,0.277265432,0.269801204,0.265441202,0.27707353,0.272141099,0.270675456,0.289952663,0.292849178,0.272255973,0.271347786,0.271951731,0.28915617,0.275143447,0.28663955}","{0.130056093,0.11932099,0.119401776,0.117951251,0.129908014,0.118416619,0.122172183,0.117114456,0.121668968,0.118773582,0.121629461,0.123849828,0.118612708,0.117513403}","{0.027725887222397813,0.027725887222397813,0.027725887222397813,0.027725887222397813,0.027725887222397813,0.027725887222397813,0.027725887222397813,0.027725887222397813,0.027725887222397813,0.01621860432432657,0.01621860432432657,0.01621860432432657,0.01621860432432657,0.01621860432432657,0.01621860432432657,0.01621860432432657,0.01621860432432657,0.01621860432432657,0.01621860432432657}","{0.7207528703789984,0.7207528703789984,0.7207528703789984,0.7207528703789984,0.7207528703789984,0.7207528703789984,0.7207528703789984,0.7207528703789984,0.7207528703789984,0.7207528703789984,0.7207528703789984,0.7207528703789984,0.7207528703789984,0.7207528703789984}",49,14
3330700635734281186,"{1.009262387,0.925989766,1.022351079,0.921217366,0.976881516,0.949857221,1.027008461,1.115592857,1.126152464,0.658894087,0.674036568,0.719681166,0.6920547,0.670112722,0.666837725,0.663700783,0.668241948,0.669565478,0.691539767}","{2.467051876,2.279064706,2.315508462,2.268429008,2.286414758,2.354143009,2.229307267,2.268421466,2.402846829,2.240377928,2.457085381,2.501016134,2.283384657,2.243743973}","{0.328020242,0.292664254,0.306836749,0.29475172,0.308206497,0.315631228,0.319365059,0.325880434,0.368825762,0.30295152,0.300142869,0.309188609,0.312725583,0.296578516,0.302853059,0.307877694,0.300358482,0.299943459,0.307263447}","{0.126164805,0.118353189,0.117317158,0.118002432,0.116480372,0.132522185,0.116215949,0.11780916,0.132087476,0.116365254,0.130471212,0.124617464,0.117089449,0.117836183}","{0.028881132523331052,0.028881132523331052,0.028881132523331052,0.028881132523331052,0.028881132523331052,0.028881132523331052,0.028881132523331052,0.028881132523331052,0.028881132523331052,0.01613969045913033,0.01613969045913033,0.01613969045913033,0.01613969045913033,0.01613969045913033,0.01613969045913033,0.01613969045913033,0.01613969045913033,0.01613969045913033,0.01613969045913033}","{3.269581323873176,3.269581323873176,3.269581323873176,3.269581323873176,3.269581323873176,3.269581323873176,3.269581323873176,3.269581323873176,3.269581323873176,3.269581323873176,3.269581323873176,3.269581323873176,3.269581323873176,3.269581323873176}",64,14
-5259407748332317606,"{0.086151756,0.095807351,0.089563531,0.098193327,0.100211838,0.09880293,0.087988968,0.098171729,0.085295894,0.051284878,0.049587189,0.06302156,0.057070633,0.044896725,0.05633568,0.055648707,0.05131296,0.053402474,0.052034088}","{0.083040256,0.075004499,0.072412224,0.076610907,0.073822568,0.073066008,0.071735005,0.082990503,0.070372588,0.07581387,0.071355473,0.08580562,0.05967943,0.072567485}","{0.265777788,0.268479869,0.292858812,0.28900631,0.284440737,0.296611573,0.272236825,0.282811113,0.26694082,0.270014046,0.277431,0.287917647,0.309185413,0.270332278,0.270162835,0.27168644,0.277558717,0.270962373,0.275030327}","{0.121221695,0.120194336,0.115338408,0.110863354,0.12301923,0.112748352,0.113944145,0.11217703,0.115248812,0.111000925,0.112254524,0.118320972,0.111338934,0.112656772}","{0.027725887222397813,0.027725887222397813,0.027725887222397813,0.027725887222397813,0.027725887222397813,0.027725887222397813,0.027725887222397813,0.027725887222397813,0.027725887222397813,0.00896106214316351,0.00896106214316351,0.00896106214316351,0.00896106214316351,0.00896106214316351,0.00896106214316351,0.00896106214316351,0.00896106214316351,0.00896106214316351,0.00896106214316351}","{1.3217061791726592,1.3217061791726592,1.3217061791726592,1.3217061791726592,1.3217061791726592,1.3217061791726592,1.3217061791726592,1.3217061791726592,1.3217061791726592,1.3217061791726592,1.3217061791726592,1.3217061791726592,1.3217061791726592,1.3217061791726592}",49,14
-1124127336827367041,"{0.413762043,0.413153551,0.489265542,0.439449462,0.444298832,0.478283006,0.420992178,0.418539565,0.415402727,0.22944886,0.224068821,0.244088892,0.251630711,0.232167587,0.239743203,0.223726989,0.234518619,0.229558183,0.225664714}","{0.258255499,0.242593639,0.25314018,0.232088161,0.262030653,0.234461838,0.235237304,0.243108611,0.24932844,0.240945043,0.245412226,0.262765332,0.243117289,0.246748777}","{0.270308303,0.272245557,0.27905978,0.326646433,0.279518993,0.303629024,0.282720394,0.281485075,0.288128793,0.276089816,0.278252795,0.281418023,0.321909862,0.272200704,0.272290007,0.272765201,0.289363008,0.272213925,0.272985232}","{0.129799076,0.127103558,0.120937053,0.117562822,0.130978782,0.116583061,0.119011249,0.11644522,0.12014377,0.118620208,0.12655584,0.121129659,0.117810121,0.115833995}","{0.028881132523331052,0.028881132523331052,0.028881132523331052,0.028881132523331052,0.028881132523331052,0.028881132523331052,0.028881132523331052,0.028881132523331052,0.028881132523331052,0.015853078502452003,0.015853078502452003,0.015853078502452003,0.015853078502452003,0.015853078502452003,0.015853078502452003,0.015853078502452003,0.015853078502452003,0.015853078502452003,0.015853078502452003}","{1.3082564672285952,1.3082564672285952,1.3082564672285952,1.3082564672285952,1.3082564672285952,1.3082564672285952,1.3082564672285952,1.3082564672285952,1.3082564672285952,1.3082564672285952,1.3082564672285952,1.3082564672285952,1.3082564672285952,1.3082564672285952}",49,14
-5261930549591539248,"{2.333293873,2.026147997,2.129196928,2.252534793,1.909672605,1.857699547,2.045111271,2.125138793,2.131135791,1.375437952,1.273374546,1.441950376,1.270497498,1.228926339,1.265426987,1.303299596,1.192629966,1.275372366,1.347887893}","{2.047597586,2.018535629,1.976309306,1.996308808,2.223827909,2.128207014,1.929176664,1.983580131,2.124686023,1.992277551,2.140775083,2.212034694,2.042893107,1.954641867}","{3.374980525,3.531315322,3.329476066,3.274491824,3.077020885,3.309534948,3.09632242,3.106327869,3.321589609,3.358598192,3.374527412,3.297013203,3.194098633,3.343746115,3.470301736,3.259856725,3.291300209,3.269469181,3.691461381}","{0.254024296,0.237394669,0.238980402,0.235726762,0.263535464,0.235669841,0.240649466,0.239378066,0.239573334,0.237983516,0.265628845,0.254191851,0.256944834,0.236663606}","{0.02665950694461328,0.02665950694461328,0.02665950694461328,0.02665950694461328,0.02665950694461328,0.02665950694461328,0.02665950694461328,0.02665950694461328,0.02665950694461328,0.01285156351900312,0.01285156351900312,0.01285156351900312,0.01285156351900312,0.01285156351900312,0.01285156351900312,0.01285156351900312,0.01285156351900312,0.01285156351900312,0.01285156351900312}","{2.879943942836692,2.879943942836692,2.879943942836692,2.879943942836692,2.879943942836692,2.879943942836692,2.879943942836692,2.879943942836692,2.879943942836692,2.879943942836692,2.879943942836692,2.879943942836692,2.879943942836692,2.879943942836692}",49,14
-808880556807194591,"{0.607815698,0.564412669,0.600195718,3.786332234,3.055744145,0.834718041,1.146258609,1.236762062,1.158885148,0.340454485,0.346025834,0.315836125,0.342804603,0.350710885,0.341602687,0.337943383,0.378314903,0.332296122,0.32666645}","{1.983902264,1.838055786,1.84330996,1.874689717,1.99941968,1.885690144,2.041415988,1.830009286,1.896849039,1.809982632,1.909635177,1.923923209,2.052407773,1.841751846}","{4.394637797,4.264200627,4.599952916,4.421601983,4.268845353,4.387218985,4.300859594,4.57988264,4.398622835,4.378245642,4.677601472,4.518302455,4.703500644,4.668875491,4.524540038,4.503611602,5.112097447,4.590788468,4.472310477}","{0.306253143,0.2854555,0.284334413,0.32464475,0.304035716,0.286555842,0.336964267,0.278148115,0.288625543,0.284202871,0.287760427,0.283277151,0.311102125,0.281883562}","{0.026281912012142337,0.026281912012142337,0.026281912012142337,1.2932323698628234,1.1751656880525303,0.05891068154793861,0.1909328009625366,0.026616923207259054,0.026616923207259054,0.02304740039686021,0.02304740039686021,0.02304740039686021,0.02304740039686021,0.02304740039686021,0.02304740039686021,0.02304740039686021,0.02304740039686021,0.02304740039686021,0.02304740039686021}","{3.319464769968224,3.319464769968224,3.319464769968224,3.319464769968224,3.319464769968224,3.319464769968224,3.319464769968224,3.319464769968224,3.319464769968224,3.319464769968224,3.319464769968224,3.319464769968224,3.319464769968224,3.319464769968224}",49,14
-2478965080048270031,"{13.475207125,14.19172144,13.12637867,12.845204842,12.753498162,14.981332768,14.118751664,13.60406534,12.710086104,11.225348981,11.327846973,11.983799581,12.216161644,12.572523904,11.653699175,11.59243245,12.224420817,12.148593105,11.786806846}","{57.940145397,51.709816846,52.883795534,53.995911937,51.505871209,51.218035157,54.953108981,52.08739764,54.796236964,51.122041589,52.348955864,53.279697979,52.14007325,57.657582227}","{0.042345568,0.046907996,0.042543329,0.041939047,0.041263696,0.050065578,0.047430538,0.041796946,0.04117947,0.041789758,0.042864047,0.045533318,0.042531008,0.045823466,0.043563114,0.043624622,0.043699363,0.042193646,0.042873877}","{0.023789195,0.023776354,0.023785155,0.02701635,0.023601447,0.023814028,0.024658951,0.023678943,0.023853116,0.024025962,0.025173165,0.025130887,0.024439693,0.025482218}","{0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.01964300059003295,0.01964300059003295,0.01964300059003295,0.01964300059003295,0.01964300059003295,0.01964300059003295,0.01964300059003295,0.01964300059003295,0.01964300059003295,0.01964300059003295}","{3.3101018932844606,3.3101018932844606,3.3101018932844606,3.3101018932844606,3.3101018932844606,3.3101018932844606,3.3101018932844606,3.3101018932844606,3.3101018932844606,3.3101018932844606,3.3101018932844606,3.3101018932844606,3.3101018932844606,3.3101018932844606}",49,14
9049250486687881135,"{0.573480585,0.496802277,0.592167698,0.603797895,0.609360434,0.623570091,0.509094397,0.555759179,0.537675923,0.222065578,0.266139887,0.275478617,0.27929555,0.306172438,0.265589481,0.262334496,0.254988353,0.259771917,0.246157364}","{0.605218355,0.471593952,0.410854349,0.2654981,0.288602155,0.330862335,0.276896932,0.477567115,0.266611774,0.273407725,0.30418698,0.315213852,0.315407618,0.271821922,0.359031843}","{0.052811605,0.050912566,0.053940207,0.055032886,0.050274637,0.059098535,0.049386849,0.051754516,0.050169694,0.052146616,0.049444282,0.050637634,0.050618671,0.053594769,0.050522889,0.049985791,0.050238476,0.050464381,0.051539752}","{0.02729852,0.024535397,0.021188935,0.020661208,0.020899082,0.024287047,0.021282328,0.024220143,0.020954453,0.020473071,0.021137257,0.022464903,0.022133599,0.020767442,0.022408184}","{0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.03850817669777474,0.020517316596225306,0.020517316596225306,0.020517316596225306,0.020517316596225306,0.020517316596225306,0.020517316596225306,0.020517316596225306,0.020517316596225306,0.020517316596225306,0.020517316596225306}","{1.6705888453978035,1.6144752079865528,1.6144752079865528,1.6144752079865528,1.6144752079865528,1.6144752079865528,1.6144752079865528,1.6144752079865528,1.6144752079865528,1.6144752079865528,1.6144752079865528,1.6144752079865528,1.6144752079865528,1.6144752079865528,1.6144752079865528}",50,15
5267282279652319986,"{13.178967937,12.960760441,12.888960211,12.896865807,12.066743055,13.144199992,12.121664543,11.859613976,12.146495074,10.149409242,9.528016563,9.589199303,9.786756836,9.21253157,9.375889265,9.03365647,9.341634726,9.25760023,9.522314317}","{25.800529768,24.527255122,25.619059541,24.845687225,24.373251586,24.966849055,24.716143027,24.423219971,24.432733668,24.068712276,25.076509173,24.105120988,24.550572805,25.177144463}","{0.201808492,0.208510094,0.205729437,0.18784958,0.189717539,0.224019295,0.18648596,0.187419705,0.187506452,0.189890503,0.20475379,0.191050061,0.192083665,0.199493578,0.188436295,0.190828568,0.211350373,0.189183446,0.197737945}","{0.087954625,0.088663218,0.089188706,0.0809381,0.079737188,0.080925397,0.080803809,0.080040513,0.079632478,0.079257132,0.081256055,0.079833163,0.094908855,0.082525489}","{0.03150669002545206,0.03150669002545206,0.03150669002545206,0.03150669002545206,0.03150669002545206,0.03150669002545206,0.03150669002545206,0.03150669002545206,0.03150669002545206,0.01063261854345427,0.01063261854345427,0.01063261854345427,0.01063261854345427,0.01063261854345427,0.01063261854345427,0.01063261854345427,0.01063261854345427,0.01063261854345427,0.01063261854345427}","{1.774220547782781,1.774220547782781,1.774220547782781,1.774220547782781,1.774220547782781,1.774220547782781,1.774220547782781,1.774220547782781,1.774220547782781,1.774220547782781,1.774220547782781,1.774220547782781,1.774220547782781,1.774220547782781}",49,14
-8852217324911197084,"{0.408136277,0.307575417,0.449882213,0.340184589,0.439206425,0.319560849,0.456004785,0.31602656,0.427820625,0.326834813,0.420585246,0.305992348,0.425142718,0.313483866,0.420820836,0.318762308,0.42915528,0.327233225,0.407308068}","{0.33578476,0.814407128,0.361865378,0.630821962,0.316086165,0.629326014,0.314265589,0.885310914,0.349266033,0.771364454,0,0.310915582,0.703230494,0.348734224,0.869445788,0.337813128,0.626376262,0.329164711,0.753438839}","{0.304996509,0.308615906,0.324235086,0.315913694,0.305189655,0.297370332,0.307232559,0.309121188,0.300265255,0.294731349,0.313321878,0.299947284,0.299719672,0.304537609,0.307554907,0.297650837,0.321007493,0.29714527,0.303650037}","{0.115287146,0.139102979,0.128306309,0.12199787,0.11679037,0.127107544,0.123061187,0.122343795,0.127247629,0.1213143,0,0.121558616,0.139183752,0.126726248,0.134102881,0.13068008,0.118248616,0.115506139,0.120953279}","{0.0471663217674666,0.025163679035135528,0.0471663217674666,0.025163679035135528,0.0471663217674666,0.025163679035135528,0.0471663217674666,0.025163679035135528,0.0471663217674666,0.025163679035135528,0.0471663217674666,0.025163679035135528,0.0471663217674666,0.025163679035135528,0.0471663217674666,0.025163679035135528,0.0471663217674666,0.025163679035135528,0.0471663217674666}","{1.577406813198557,2.7556935356687307,1.577406813198557,2.7556935356687307,1.577406813198557,2.7556935356687307,1.577406813198557,2.7556935356687307,1.577406813198557,2.7556935356687307,0,1.577406813198557,2.7556935356687307,1.577406813198557,2.7556935356687307,1.577406813198557,2.7556935356687307,1.577406813198557,2.7556935356687307}",98,28
5731597360962035638,"{1.59399638,1.640418525,1.71741268,1.642238876,1.681550482,1.690825977,1.60343668,1.680901204,1.536331288,0.837316278,0.856113716,0.887924786,0.827346628,0.80501781,0.873017512,0.837139783,0.784783693,0.872387419,0.863217167}","{1.008504151,0.903769408,0.683380699,0.894258461,0.699106329,0.971621487,0.648416171,0.953862648,0.610811318,0.925602075,0.676922816,0.939301792,0.671410631,1.007691757}","{0.058977905,0.061429439,0.064034958,0.0551776,0.054570684,0.054258308,0.056686524,0.058371926,0.054782038,0.058215606,0.055105459,0.062136867,0.057715937,0.058704978,0.058703613,0.058187547,0.056169762,0.058904745,0.058228102}","{0.029276017,0.029223062,0.027332062,0.024410212,0.026892865,0.026158511,0.024962271,0.028389454,0.023559569,0.024506172,0.032882946,0.024574646,0.025428223,0.025346047}","{0.03648143055578659,0.03648143055578659,0.03648143055578659,0.03648143055578659,0.03648143055578659,0.03648143055578659,0.03648143055578659,0.03648143055578659,0.03648143055578659,0.01895305693686795,0.01895305693686795,0.01895305693686795,0.01895305693686795,0.01895305693686795,0.01895305693686795,0.01895305693686795,0.01895305693686795,0.01895305693686795,0.01895305693686795}","{0.8382468270246983,0.8382468270246983,0.8382468270246983,0.8382468270246983,0.8382468270246983,0.8382468270246983,0.8382468270246983,0.8382468270246983,0.8382468270246983,0.8382468270246983,0.8382468270246983,0.8382468270246983,0.8382468270246983,0.8382468270246983}",49,14
